title,year,language,period,opening_weekend_cr,opening_weekend_note,wide_release_flag,genre,genre_primary,certification,cert_subband,has_certification,runtime_minutes,theatrical_release,festival_release,cast,director,production,star_power_flag,star_prior_mean_log,star_prior_count,lead_cast_popularity,popularity,sequel_flag,release_weekday,release_month,rating,rating_count,total_gross,india_net,overseas,budget,budget_cr,sacnilk_slug,wiki_title,tmdb_id
Kingston,2025,Tamil,post_covid,2.649999976158142,ok,True,"Action, Adventure, Fantasy, Thriller",Action,UA,UA,True,,07 Mar 2025,False,Chetan; GV Prakash Kumar; Divyabharathi,Kamal Prakash,Zee Studio,1,,0,0.7996,0.824,0,Friday,3,5.0,3.0,Rs5.5 Cr,Rs3.96 Cr,Rs0.0 Cr,Rs1.0 Cr,,Kingston_2025,Kingston (film),1393676.0
Paranthu Po,2025,Tamil,post_covid,2.599999964237213,ok,True,"Comedy, Drama, Musical",Comedy,U,U,True,140.0,04 Jul 2025,False,Shiva; Mithul Ryan; Grace Antony,Ram,Seven Seas and Seven,1,,0,0.9047,0.7937,0,Friday,7,6.7,7.0,Rs7.59 Cr,Rs7.32 Cr,Rs0.0 Cr,Rs1.0 Cr,,Paranthu_Po_2025,Paranthu Po,1407016.0
Kiss (Tamil),2025,Tamil,post_covid,2.25,ok,True,"Drama, Romantic",Drama,,,False,143.0,19 Sep 2025,False,Rao Ramesh; Prabhu Ganesan; Kavin Raj; VTV Ganesh; Preethi Asrani; Devayani,Sathish Krishnan,Romeo Pictures,1,2.762710518655906,12,,,0,Friday,9,,,Rs4.7 Cr,Rs4.47 Cr,Rs0.0 Cr,Rs1.0 Cr,,Kiss_2025,Kiss (2025 film),
Murmur,2025,Tamil,post_covid,2.040000058710575,ok,True,"Horror, Thriller",Horror,,,False,,07 Mar 2025,False,,,,0,1.4918417543622542,467,0.3127,1.2321,0,Friday,3,0.0,0.0,Rs6.48 Cr,Rs5.76 Cr,₹0.00 Cr,Rs1.0 Cr,,Murmur_2025,Murmur (2025 film),1598634.0
Perusu,2025,Tamil,post_covid,1.7999999523162842,ok,True,"Comedy, Drama",Comedy,A,A,True,119.0,14 Mar 2025,True,,,,0,1.4855820376909368,470,2.4234,1.0288,0,Friday,3,5.4,7.0,Rs3.92 Cr,Rs3.58 Cr,Rs0.0 Cr,Rs1.0 Cr,,Perusu_2025,Perusu (2025 film),1416889.0
Revolver Rita,2025,Tamil,post_covid,1.7500000596046448,ok,True,"Action, Comedy, Crime",Action,UA,U/A 16+,True,140.0,28 Nov 2025,False,Redin Kingsley; Super Subbarayan; Suresh Chakravarthy; John Vijay; Sendrayan; Radhika Sarathkumar; Keerthy Suresh,JK Chandru,,1,1.9431007311807533,4,2.63,1.8462,0,Friday,11,6.429,7.0,Rs4.76 Cr,Rs3.14 Cr,Rs0.0 Cr,Rs1.0 Cr,,Revolver_Rita_2025,Revolver Rita,1074048.0
Gandhi Kannadi,2025,Tamil,post_covid,1.4499999582767489,ok,True,"Comedy, Drama, Romantic",Comedy,,,False,126.0,05 Sep 2025,False,Balaji Sakthivel; Kpy Bala; Namita Krishnamurthy; Archana,Sherief Gows,,1,,0,0.8647,0.7334,0,Friday,9,0.0,0.0,Rs4.84 Cr,Rs4.3 Cr,₹0.00 Cr,Rs1.0 Cr,,Gandhi_Kannadi_2025,Gandhi Kannadi,1506282.0
Aaromaley,2025,Tamil,post_covid,1.4200000166893003,ok,True,"Comedy, Romantic",Comedy,,,False,127.0,07 Nov 2025,False,,,,0,1.3785747758125648,533,0.8382,2.1248,0,Friday,11,6.7,13.0,Rs4.16 Cr,Rs3.75 Cr,Rs0.0 Cr,Rs1.0 Cr,,Aaromaley_2025,Aaromaley,1489510.0
Retta Thala,2025,Tamil,post_covid,1.25,ok,True,"Action, Thriller",Action,UA,U/A 16+,True,113.0,25 Dec 2025,True,Arun Vijay; Yogesh; Siddhi Idnani; Tanya Ravichandran,Kris Thirukumaran,BTG Universal,1,2.565053499933647,5,1.1046,1.7162,0,Thursday,12,2.5,2.0,Rs3.7 Cr,Rs3.17 Cr,Rs0.0 Cr,Rs1.0 Cr,,Retta_Thala_2025,Retta Thala,1413333.0
Sabdham,2025,Tamil,post_covid,1.2399999797344208,ok,True,"Horror, Thriller",Horror,,,False,146.0,28 Feb 2025,False,,,,0,1.4962574211769235,464,2.2743,1.484,0,Friday,2,5.6,7.0,Rs9.25 Cr,Rs4.21 Cr,Rs0.0 Cr,Rs1.0 Cr,20.75,Sabdham_2025,Sabdham,1062715.0
Sweetheart,2025,Tamil,post_covid,1.2399999797344208,ok,True,"Comedy, Drama, Romantic",Comedy,,,False,90.0,14 Mar 2025,True,,,,0,1.4855820376909368,470,0.5938,3.941,0,Friday,3,6.575,80.0,Rs3.5 Cr,Rs3.02 Cr,Rs0.0 Cr,Rs1.0 Cr,,Sweetheart_2025,Sweetheart (2025 film),1510325.0
Kombuseevi,2025,Tamil,post_covid,1.0999999940395355,ok,True,"Action, Crime, Drama",Action,UA,U/A 13+,True,,19 Dec 2025,False,Kaali Venkat; Shanmuga Pandian; R. Sarathkumar; Munishkanth; Tharnika Rao; Anaira Gupta,Ponram,Star Cinemas,1,2.101567086183324,7,0.8748,1.2142,0,Friday,12,0.0,0.0,Rs2.62 Cr,Rs2.26 Cr,Rs0.0 Cr,Rs1.0 Cr,,Kombuseevi_2025,Kombuseevi,1564672.0
Diesel,2025,Tamil,post_covid,1.0099999904632568,ok,True,Action,Action,UA,U/A,True,156.0,17 Oct 2025,False,Karunaas; Sachin Khedekar; Kaali Venkat; Harish Kalyan; Vinay Rai; Athulya Ravi,Shanmugam Muthusamy,Third Eye Entertainment,1,2.2727801470920297,6,1.1656,1.704,0,Friday,10,4.0,4.0,Rs3.88 Cr,Rs3.46 Cr,Rs0.0 Cr,Rs0.0 Cr,,diesel_2025,Diesel (2025 film),985379.0
Middle Class,2025,Tamil,post_covid,0.949999988079071,ok,True,"Drama, Family",Drama,U,U,True,123.0,21 Nov 2025,False,Radha Ravi; Vela Ramamoorthy; Munishkanth; Kaali Venkat; Vijayalakshmi Agathiyan; Malavika Avinash,Kishore Muthuramalingam,,1,1.4122957761181432,3,1.2212,1.5292,0,Friday,11,5.5,2.0,Rs2.79 Cr,Rs2.31 Cr,Rs0.1 Cr,Rs1.0 Cr,,Middle_Class_2025,Middle Class (film),1566666.0
Housemates,2025,Tamil,post_covid,0.9299999922513962,ok,True,"Comedy, Fantasy, Horror",Comedy,,,False,,01 Aug 2025,False,Darshan Kumar; KPY Dheena; Kaali Venkat; Kenrick Ashley; Vinodhini Vaidyanathan; Aarsha Chandini Baiju,T. Rajavel,,1,2.292289824291302,4,0.6137,1.3153,0,Friday,8,0.0,0.0,Rs2.4 Cr,Rs2.13 Cr,₹0.00 Cr,Rs1.0 Cr,,Housemates_2025,Bigg Boss OTT (Hindi season 2),1603958.0
Ten Hours,2025,Tamil,post_covid,0.8599999845027924,ok,True,"Crime, Thriller",Crime,UA,UA,True,114.0,18 Apr 2025,False,,,,0,1.4548226267357272,486,1.8685,1.2153,0,Friday,4,7.5,4.0,Rs1.77 Cr,Rs1.59 Cr,₹0.00 Cr,Rs1.0 Cr,,Ten_Hours_2025,Ten Hours,1465245.0
Kumki 2,2025,Tamil,post_covid,0.8500000089406967,ok,True,"Adventure, Drama, Musical",Adventure,U,U,True,,14 Nov 2025,False,Mathiyazhagan; Arjun Das; Shrita Rao,Prabhu Solomon,Pen Movies,1,3.9986289438187557,2,0.9609,0.6057,1,Friday,11,0.0,0.0,Rs1.66 Cr,Rs1.43 Cr,Rs0.0 Cr,Rs1.0 Cr,,Kumki_2_2025,Kumki 2,1544976.0
Bheeshma Parvam,2022,Malayalam,post_covid,16.09999990463257,ok,True,"Crime, Thriller",Crime,UA,UA,True,144.0,03 Mar 2022,False,Soubin Shahir; Mammootty; Shine Tom Chacko; Anasuya Bharadwaj,Amal Neerad,Amal Neerad Productions,1,2.400056482682564,4,2.2354,1.2075,0,Thursday,3,6.8,33.0,Rs88.2 Cr,Rs43.78 Cr,Rs36.5 Cr,Rs15.0 Cr,15.0,Bheeshma_Parvam_2021,Bheeshma Parvam,804309.0
Thallumaala,2022,Malayalam,post_covid,10.100000143051147,ok,True,"Action, Comedy",Action,UA,UA,True,147.0,12 Aug 2022,False,Tovino Thomas; Shine Tom Chacko; Kalyani Priyadarshan,Khalid Rahman,Plan B Entertainments,1,3.279970481258418,2,1.0958,1.3511,0,Friday,8,6.885,48.0,Rs40.0 Cr,Rs22.78 Cr,Rs13.35 Cr,Rs15.0 Cr,15.0,Thallumaala_2022,Thallumaala,863530.0
Aaraattu,2022,Malayalam,post_covid,9.259999752044678,ok,True,"Action, Comedy",Action,U,U,True,166.0,18 Feb 2022,False,Mohanlal; Siddique; Vijayaraghavan; Nedumudi Venu; Rachana Narayanankutty; Shraddha Srinath,B. Unnikrishnan,RD Illuminations,1,2.1832244976335846,4,1.6832,0.9841,0,Friday,2,3.9,14.0,Rs20.15 Cr,Rs11.24 Cr,Rs7.0 Cr,Rs25.0 Cr,25.0,Aarattu_2021,Aaraattu (2022 film),784647.0
Rorschach,2022,Malayalam,post_covid,8.75,ok,True,"Action, Psychological, Thriller",Action,UA,UA,True,150.0,07 Oct 2022,False,Jagatheesh; Mammootty; Sharafudheen; Bindu Panicker; Grace Antony,Nisam Basheer,Mammootty Kampany,1,2.4878608777323654,5,2.2354,1.464,0,Friday,10,6.641,39.0,Rs39.13 Cr,Rs19.0 Cr,Rs16.71 Cr,Rs15.0 Cr,15.0,Rorschach_2022,Rorschach (film),950284.0
Jana Gana Mana,2022,Malayalam,post_covid,5.699999809265137,ok,True,"Action, Thriller",Action,UA,UA,True,165.0,28 Apr 2022,False,Prithviraj Sukumaran; Suraj Venjaramoodu; Mamta Mohandas; Sri Divya,Dijo Jose Antony,Prithviraj Productions,1,1.9459101490553132,1,1.9225,1.3795,0,Thursday,4,7.299,77.0,Rs48.8 Cr,Rs25.63 Cr,Rs18.7 Cr,Rs20.0 Cr,20.0,Jana_Gana_Mana_2022,Jana Gana Mana (2022 film),792358.0
Nna Thaan Case Kodu,2022,Malayalam,post_covid,5.049999952316284,ok,True,"Crime, Drama",Crime,U,U,True,,11 Aug 2022,False,Kunchacko Boban; Basil Joseph; Gayathrie,Ratheesh Balakrishnan Poduval,STK Frames,1,1.423108328497581,2,1.2328,1.1351,0,Thursday,8,7.351,37.0,Rs31.94 Cr,Rs20.29 Cr,Rs8.0 Cr,Rs7.0 Cr,7.0,Nna_Thaan_Case_Kodu_2022,Nna Thaan Case Kodu,864761.0
Kaapa,2022,Malayalam,post_covid,3.800000011920929,ok,True,"Action, Thriller",Action,UA,UA,True,134.0,22 Dec 2022,False,Prithviraj Sukumaran; Asif Ali; Aparna Balamurali; Anna Ben,Shaji Kailas,Yoodlee Films,1,1.7585099139184521,4,1.9225,1.1766,0,Thursday,12,4.75,12.0,Rs18.3 Cr,Rs11.52 Cr,Rs4.71 Cr,Rs14.0 Cr,14.0,Kaapa_2022,Kaapa,862618.0
Monster,2022,Malayalam,post_covid,3.7499999403953552,ok,True,"Action, Thriller",Action,,,False,135.0,21 Oct 2022,False,Sudev Nair; Mohanlal; Siddique; Honey Rose; Lenaa; Lakshmi Manchu,Vysakh,Aashirvad Cinemas,1,2.2122301612219553,8,4.1235,14.8796,0,Friday,10,6.711,4447.0,Rs6.97 Cr,Rs5.19 Cr,Rs0.85 Cr,Rs10.0 Cr,10.0,Monster_2022,Monster (2022 film),9297.0
Pathonpatham Noottandu,2022,Malayalam,post_covid,3.340000033378601,ok,True,"Action, Drama, Period",Action,UA,U/A,True,158.0,08 Sep 2022,False,Anoop Menon; Chemban Vinod Jose; Sudev Nair; Siju Wilson; Deepti Sati; Poonam Bajwa,Vinayan,Sree Gokulam Movies,1,1.2089603529539477,1,1.5098,0.9713,0,Thursday,9,5.0,12.0,Rs7.1 Cr,Rs8.09 Cr,Rs0.3 Cr,Rs15.0 Cr,15.0,Pathonpatham_Noottandu_2022,Pathonpatham Noottandu,835761.0
Kooman,2022,Malayalam,post_covid,2.4699999690055847,ok,True,"Drama, Mystery, Thriller",Drama,UA,UA,True,153.0,04 Nov 2022,False,Asif Ali; Renji Panicker; Hannah Reji Koshy,Jeethu Joseph,Magic Frames,1,0.8737992898733113,2,1.4045,0.9233,0,Friday,11,6.694,18.0,Rs14.05 Cr,Rs8.52 Cr,Rs4.0 Cr,Rs5.0 Cr,5.0,Kooman_2022,Kooman (film),933833.0
Malikappuram,2022,Malayalam,post_covid,2.290000021457672,ok,True,"Action, Adventure, Drama",Action,U,U,True,120.0,30 Dec 2022,False,Unni Mukundan; Saiju Kurup; Renji Panicker; Manoj K. Jayan; Alphy Panjikaran,Vishnu Sasi Shankar,Kavya Films,1,2.277267285009756,5,0.9157,2.0161,0,Friday,12,6.6,10.0,Rs52.4 Cr,Rs35.48 Cr,Rs10.5 Cr,Rs3.25 Cr,3.25,Malikappuram_2022,Malikappuram,1022973.0
Palthu Janwar,2022,Malayalam,post_covid,2.2200000286102295,ok,True,"Comedy, Drama",Comedy,U,U,True,,02 Sep 2022,False,Basil Joseph; Johny Antony; Indrans; Dileesh Pothan; Sruthy Suresh,Sangeeth P. Rajan,Working Class Hero,1,1.864080130807681,1,1.2192,1.8184,0,Friday,9,6.769,13.0,Rs10.0 Cr,Rs6.46 Cr,Rs2.38 Cr,Rs5.0 Cr,5.0,Palthu_Janwar_2022,Palthu Janwar,950082.0
Jo & Jo,2022,Malayalam,post_covid,1.949999988079071,ok,True,"Comedy, Drama",Comedy,,,False,,13 May 2022,False,Mathew Thomas; Naslen K. Gafoor; Johny Antony; Nikhila Vimal,Arun D Jose,Signature Studios,1,,0,1.6341,1.6566,0,Friday,5,6.0,1.0,₹0.00 Cr,Rs6.83 Cr,₹0.00 Cr,Rs1.0 Cr,0.2075,Jo_Jo_2022,Jo,1047408.0
Gold,2022,Malayalam,post_covid,1.8800000250339508,ok,True,"Comedy, Drama, Romantic",Comedy,,,False,97.0,01 Dec 2022,False,Ajmal Ameer; Roshan Mathew; Prithviraj Sukumaran; Nayanthara; Deepti Sati,Alphonse Puthren,Magic Frames,1,1.9920831176112035,3,6.6313,6.0585,0,Thursday,12,6.63,1795.0,Rs11.3 Cr,Rs5.2 Cr,Rs5.0 Cr,Rs10.0 Cr,10.0,Gold_2022,Gold (2022 Australian film),334524.0
Oru Thekkan Thallu Case,2022,Malayalam,post_covid,1.4200000166893003,ok,True,"Adventure, Mystery, Thriller",Adventure,UA,UA,True,152.0,08 Sep 2022,False,Biju Menon; Roshan Mathew; Padmapriya; Nimisha Sajayan,Sreejith N.,E4 Entertainments,1,1.9459101490553132,1,1.0864,0.9157,0,Thursday,9,5.5,9.0,Rs3.3 Cr,Rs2.6 Cr,Rs0.25 Cr,Rs7.0 Cr,7.0,Oru_Thekkan_Thallu_Case_2022,Oru Thekkan Thallu Case,851737.0
Mukundan Unni Associates,2022,Malayalam,post_covid,1.409999996423721,ok,True,"Comedy, Romantic",Comedy,U,U,True,128.0,11 Nov 2022,False,Manikandan; Vineeth Sreenivasan; Ranjith; Tanvi Ram,Abhinav Sunder Nayak,Little Big Films,1,,0,1.197,1.1927,0,Friday,11,7.744,43.0,Rs0.5 Cr,Rs2.3 Cr,Rs0.0 Cr,Rs5.0 Cr,5.0,Mukundan_Unni_Associates_2022,Mukundan Unni Associates,880018.0
Saturday Night,2022,Malayalam,post_covid,1.3100000023841858,ok,True,"Comedy, Drama, Romantic",Comedy,U,U,True,,04 Nov 2022,False,Aju Varghese; Nivin Pauly; Saiju Kurup; Siju Wilson; Grace Antony; Saniya Iyappan,Roshan Andrews,Ajith Vinayaka Films,1,1.5789787049493917,4,2.2595,0.7066,0,Friday,11,4.5,5.0,Rs1.55 Cr,Rs1.4 Cr,Rs0.0 Cr,Rs1.0 Cr,,Saturday_Night_2022,Saturday Night (2022 film),962194.0
Makal,2022,Malayalam,post_covid,0.8500000238418579,ok,True,Drama,Drama,U,U,True,,29 Apr 2022,False,Jayaram; Siddique; Meera Nair; Meera Jasmine,Sathyan Anthikad,Central Pictures,1,4.163559634209902,4,0.9502,1.7491,0,Friday,4,6.333,6.0,₹0.00 Cr,Rs1.06 Cr,₹0.00 Cr,Rs1.0 Cr,,Makal_2022,Makal,865428.0
Ottu,2022,Malayalam,post_covid,0.7899999767541885,ok,True,"Drama, Thriller",Drama,UA,UA,True,126.0,08 Sep 2022,False,Kunchacko Boban; Arvind Swamy; Eesha Rebba,Fellini T.P.,Cineholix,1,1.3290775022826653,3,1.5906,0.8515,0,Thursday,9,5.458,12.0,Rs2.0 Cr,Rs1.53 Cr,Rs0.2 Cr,Rs10.0 Cr,10.0,Ottu_2021,Ottu (film),818228.0
Kannur Squad,2023,Malayalam,post_covid,10.449999809265137,ok,True,"Drama, Thriller",Drama,UA,U/A,True,161.0,28 Sep 2023,False,Vijayaraghavan; Mammootty; Azeez Nedumangad; Kishore Kumar G.; Rony David Raj,Roby Varghese Raj,Mammootty Kampany,1,2.328252815575438,7,2.2354,1.0345,0,Thursday,9,6.736,36.0,Rs82.0 Cr,Rs40.17 Cr,Rs34.5 Cr,Rs1.0 Cr,,Kannur_Squad_2023,Kannur Squad,1065918.0
2018,2023,Malayalam,post_covid,8.950000047683716,ok,True,"Drama, Thriller",Drama,UA,UA,True,148.0,05 May 2023,False,Asif Ali; Lal; Tovino Thomas; Vineeth Sreenivasan; Kunchacko Boban; Aparna Balamurali,Jude Anthany Joseph,PK Prime Production,1,1.7513406185317095,4,1.4045,1.4612,0,Friday,5,7.6,55.0,Rs180.03 Cr,Rs83.31 Cr,Rs69.5 Cr,Rs1.0 Cr,24.9793895,2018_2023,2018 (film),866440.0
Neru,2023,Malayalam,post_covid,8.649999856948853,ok,True,Drama,Drama,UA,UA,True,152.0,21 Dec 2023,False,Mohanlal; Siddique; Anaswara Rajan; Priyamani,Jeethu Joseph,Aashirvad Cinemas,1,2.1608208481074236,11,3.4149,1.0837,0,Thursday,12,7.202,42.0,Rs85.6 Cr,Rs44.83 Cr,Rs32.35 Cr,Rs1.0 Cr,14.98233,Neru_2023,Neru (film),1164370.0
RDX,2023,Malayalam,post_covid,6.450000047683716,ok,True,"Action, Drama, Family",Action,UA,U/A,True,151.0,25 Aug 2023,False,Shane Nigam; Neeraj Madhav; Antony Varghese; Mahima Nambiar,Nahas Hidhayath,Weekend Blockbusters,1,2.7880929087757464,1,1.182,1.4779,0,Friday,8,6.719,64.0,Rs84.75 Cr,Rs47.45 Cr,Rs28.75 Cr,Rs1.0 Cr,,RDX_2023,RDX (film),997391.0
Voice of Sathyanathan,2023,Malayalam,post_covid,5.75,ok,True,"Comedy, Thriller",Comedy,U,U,True,135.0,28 Jul 2023,False,Dileep; Joju George,Rafi,Graand Productions,1,1.405769497811161,2,1.0073,0.9877,0,Friday,7,6.45,10.0,Rs22.1 Cr,Rs14.27 Cr,Rs5.25 Cr,Rs1.0 Cr,,Voice_of_Sathyanathan,Voice of Sathyanathan,877250.0
Garudan,2023,Malayalam,post_covid,5.150000095367432,ok,True,"Crime, Drama, Thriller",Crime,UA,U/A,True,138.0,03 Nov 2023,False,Suresh Gopi; Biju Menon; Abhirami,Arun Varma,Magic Frames,1,1.5270786745905103,3,1.127,1.117,0,Friday,11,6.267,15.0,Rs27.1 Cr,Rs14.9 Cr,Rs9.5 Cr,Rs1.0 Cr,,Garudan_2023,Garudan (2023 film),1113470.0
King Of Kotha,2023,Malayalam,post_covid,4.78000009059906,ok,True,"Action, Period, Thriller",Action,UA,UA,True,174.0,24 Aug 2023,False,Shabeer Kallarakkal; Saran Shakthi; Prasanna; Gokul Suresh; Dulquer Salmaan; Aishwarya Lekshmi; Anikha Surendran,Abhilash Joshiy,Zee Studio,1,1.252762968495368,1,1.8123,1.5668,0,Thursday,8,5.7,35.0,Rs31.35 Cr,Rs13.56 Cr,Rs13.0 Cr,Rs1.0 Cr,48.97,King_Of_Kotha_2023,King of Kotha,855117.0
Kaathal - The Core,2023,Malayalam,post_covid,4.600000023841858,ok,True,"Drama, Family",Drama,,,False,114.0,23 Nov 2023,False,Mammootty; Jyothika,Jeo Baby,Mammootty Kampany,1,2.3051294288292556,8,2.2354,1.1174,0,Thursday,11,7.083,30.0,Rs14.5 Cr,Rs10.87 Cr,Rs1.65 Cr,Rs1.0 Cr,,Kaathal__The_Core_2023,Kaathal: The Core,1029947.0
Antony (2023),2023,Malayalam,post_covid,3.0999999046325684,ok,True,"Action, Drama",Action,,,False,146.0,01 Dec 2023,False,,,,0,2.305201356255793,254,,,0,Friday,12,,,Rs8.3 Cr,Rs6.99 Cr,Rs0.0 Cr,Rs1.0 Cr,,Antony_2023_2023,Antony (2023 film),
Bandra,2023,Malayalam,post_covid,2.9799999594688416,ok,True,"Action, Drama, Family, Thriller",Action,,,False,156.0,10 Nov 2023,True,Dino Morea; Dileep; Tamanna Bhatia; Lenaa,Arun Gopy,Ajith Vinayaka Films,1,3.5445173257382407,2,4.9487,1.2485,0,Friday,11,4.0,1.0,Rs1.35 Cr,Rs4.15 Cr,Rs0.0 Cr,Rs1.0 Cr,,Bandra_2023,Bandra (film),1013057.0
Nanpakal Nerathu Mayakkam,2023,Malayalam,post_covid,2.6200000643730164,ok,True,"Comedy, Drama",Comedy,U,U,True,104.0,19 Jan 2023,False,Ashokan; Mammootty; Ramya Pandian,Lijo Jose Pellissery,Mammootty Kampany,1,2.4527619456119307,6,2.2354,0.9513,0,Thursday,1,7.063,32.0,Rs9.7 Cr,Rs5.02 Cr,Rs3.8 Cr,Rs4.0 Cr,4.0,Nanpakal_Nerathu_Mayakkam_2022,Nanpakal Nerathu Mayakkam,876845.0
Falimy,2023,Malayalam,post_covid,2.050000011920929,ok,True,Drama,Drama,U,U,True,127.0,17 Nov 2023,False,Basil Joseph; Sandeep Pradeep; Jagadish; Amith Mohan Rajeshwari; Manju Pillai,Nithish Sahadev,Sooper Dooper Films,1,1.5161394458506725,3,1.2192,0.9261,0,Friday,11,7.068,22.0,Rs15.2 Cr,Rs8.81 Cr,Rs4.75 Cr,Rs1.0 Cr,,Falimy_2023,Falimy,1044558.0
Journey of Love 18+,2023,Malayalam,post_covid,1.649999976158142,ok,True,Drama,Drama,U,U,True,123.0,07 Jul 2023,False,Binu Pappu; Naslen K. Gafoor; Mathew Thomas; Nikhila Vimal,Arun D Jose,ReelsMagic,1,1.0818051663107355,1,2.3494,0.8689,0,Friday,7,6.067,15.0,Rs6.0 Cr,Rs4.19 Cr,Rs1.05 Cr,Rs1.0 Cr,,Journey_of_Love_18_2023,Journey of Love 18+,1076497.0
Aadujeevitham - The Goat Life,2024,Malayalam,post_covid,19.59999990463257,ok,True,"Adventure, Drama",Adventure,UA,UA,True,173.0,28 Mar 2024,False,Jimmy Jean-Louis; Prithviraj Sukumaran; Shobha Mohan; Amala Paul,Blessy,Visual Romance Image Makers,1,1.7205311152142362,5,1.9225,4.3213,0,Thursday,3,7.34,72.0,Rs157.62 Cr,Rs77.58 Cr,Rs59.5 Cr,Rs1.0 Cr,81.34,Aadujeevitham__The_Goat_Life_2024,The Goat Life,472221.0
Guruvayoorambala Nadayil,2024,Malayalam,post_covid,15.100000143051147,ok,True,"Comedy, Drama",Comedy,U,U,True,135.0,16 May 2024,False,Prithviraj Sukumaran; Basil Joseph; Anaswara Rajan; Nikhila Vimal,Vipin Das,Prithviraj Productions,1,2.266957900526941,7,3.4149,0.9912,0,Thursday,5,6.282,39.0,Rs90.17 Cr,Rs47.9 Cr,Rs34.85 Cr,Rs1.0 Cr,,Guruvayoorambala_Nadayil_2024,Guruvayoor Ambalanadayil,1068394.0
Marco,2024,Malayalam,post_covid,14.070000171661375,ok,True,"Action, Thriller",Action,A,A,True,145.0,20 Dec 2024,False,Jagadish; Unni Mukundan; Sudev Nair; Siddique; Anson Paul,Haneef Adeni,Cubes Entertainments,1,1.7220925585871467,4,1.127,3.5236,0,Friday,12,6.523,128.0,Rs102.55 Cr,Rs41.57 Cr,Rs32.25 Cr,Rs1.0 Cr,28.7761,Marco_2024,Marco (2024 film),1186350.0
Aavesham,2024,Malayalam,post_covid,12.349999904632568,ok,True,Action,Action,UA,U/A,True,159.0,11 Apr 2024,True,Ashish Vidyarthi; Mansoor Ali Khan; Fahadh Faasil; Sajin Gopu,Jithu Madhavan,Fahadh Faasil & Friends,1,2.2581005713142415,7,2.6213,2.241,0,Thursday,4,7.458,106.0,Rs154.8 Cr,Rs85.16 Cr,Rs56.0 Cr,Rs1.0 Cr,28.22,Aavesham_2024,Aavesham (2024 film),1084812.0
Manjummel Boys,2024,Malayalam,post_covid,12.199999809265137,ok,True,"Adventure, Drama, Thriller",Adventure,U,U,True,135.0,22 Feb 2024,False,Soubin Shahir; Balu Varghese; Lal; Ganapathy; Sreenath Bhasi,Chidambaram,Parava Films,1,2.073705638790875,5,1.4538,2.1663,0,Thursday,2,7.876,97.0,Rs241.03 Cr,Rs130.25 Cr,Rs73.4 Cr,Rs1.0 Cr,,Manjummel_Boys_2024,Manjummel Boys,1069945.0
Turbo,2024,Malayalam,post_covid,12.100000143051147,ok,True,"Action, Comedy",Action,UA,U/A,True,155.0,23 May 2024,False,Mammootty; Kabir Duhan Singh; Sunil Varma; Raj B. Shetty; Anjana Jayaprakash,Vysakh,Mammootty Kampany,1,2.284051810993487,11,2.2354,1.1579,0,Thursday,5,5.094,16.0,Rs72.25 Cr,Rs34.55 Cr,Rs32.0 Cr,Rs1.0 Cr,,Turbo_2024,Turbo (2024 film),1195394.0
Varshangalkku Shesham,2024,Malayalam,post_covid,10.150000095367432,ok,True,"Comedy, Drama, Romantic",Comedy,U,U,True,166.0,11 Apr 2024,True,Pranav Mohanlal; Basil Joseph; Nivin Pauly; Vineeth Sreenivasan; Dhyan Sreenivasan; Kalyani Priyadarshan; Neeta Pillai,Vineeth Sreenivasan,Merryland Cinemas,1,1.9387416595767009,4,2.2595,0.8069,0,Thursday,4,6.0,19.0,Rs81.7 Cr,Rs39.0 Cr,Rs36.5 Cr,Rs1.0 Cr,,Varshangalkku_Shesham_2024,Varshangalkku Shesham,1151560.0
Bramayugam,2024,Malayalam,post_covid,9.649999856948853,ok,True,"Horror, Thriller",Horror,UA,U/A 16+,True,139.0,15 Feb 2024,False,Mammootty; Arjun Ashokan; Sidharth Bharathan,Rahul Sadasivan,YNOT Studios,1,2.127894360761794,10,2.2354,2.5358,0,Thursday,2,7.6,91.0,Rs58.32 Cr,Rs25.22 Cr,Rs26.4 Cr,Rs1.0 Cr,27.39,Bramayugam_2024,Bramayugam,1166133.0
Sookshmadarshini,2024,Malayalam,post_covid,8.649999856948853,ok,True,"Family, Thriller",Family,UA,UA,True,143.0,22 Nov 2024,False,Basil Joseph; Nazriya Nazim,Mc Jithin,Happy Hours Entertainments,1,1.9878743416223295,7,1.2192,1.6835,0,Friday,11,7.295,44.0,Rs55.13 Cr,Rs28.61 Cr,Rs22.25 Cr,Rs1.0 Cr,,Sookshmadarshini_2024,Sookshmadarshini,950075.0
Bougainvillea,2024,Malayalam,post_covid,8.149999856948853,ok,True,"Crime, Thriller",Crime,UA,UA,True,144.0,17 Oct 2024,False,Kunchacko Boban; Fahadh Faasil; Jyothirmayi,Amal Neerad,Udaya Studios,1,2.29977754711279,8,1.3924,1.4299,0,Thursday,10,6.413,23.0,Rs36.7 Cr,Rs17.29 Cr,Rs16.85 Cr,Rs1.0 Cr,,Bougainvillea_2024,Bougainvillea (film),1177224.0
